NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Outliers,Interpretation
8.4,8.0,1.3,1.5,125.0,106.0,6.4,3.0,5.1,0.0,2.7,1.2,0.9,0.1,3382.0,11.0,1052.0,90.0,1373.0,1.7,1.5,2.0,1.6,106.7,0.1,Normal,['CD'],Condition satisfactory.
13.0,111.0,32.0,2.0,36.0,105.0,5.8,2.1,5.5,0.0,3.0,2.9,1.0,0.2,3235.0,15.0,1076.0,94.0,1397.0,4.8,1.5,7.9,1.5,112.9,0.1,Caution,"['SI', 'AL', 'TI', 'NI']",Visible debris present. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention.
3.2,12.0,1.1,1.3,8.4,27.0,1.4,2.2,1.6,0.0,1.4,1.3,0.9,0.3,101.0,3.8,1849.0,10.0,29.0,1.6,1.6,1.3,1.6,189.6,0.1,Serious,"['CA', 'ZN', 'CD']",Very high viscosity. Wear appears satisfactory. Visible debris present. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.2,13.0,1.9,1.4,19.0,31.0,0.0,1.8,1.6,0.0,2.0,1.3,0.9,0.6,90.0,2.3,2000.0,9.0,23.0,1.7,1.7,1.7,1.6,195.4,0.1,Serious,"['CA', 'ZN', 'CD']",Very high viscosity. Wear appears satisfactory. Visible debris present. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.2,46.0,8.8,2.3,106.0,218.0,0.0,4.4,1.7,0.0,4.7,1.8,0.9,0.8,108.0,4.6,2000.0,9.1,46.0,3.3,1.6,3.0,1.6,186.7,0.1,Serious,"['CA', 'ZN', 'CD']",Visible debris present. High viscosity noted. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
22.0,18.0,4.0,1.3,52.0,85.0,0.0,2.4,3.6,0.0,1.7,0.9,1.1,0.0,3470.0,17.0,1074.0,93.0,1464.0,2.1,1.0,14.0,1.0,102.2,0.1,Normal,['K'],Condition satisfactory.
21.0,16.0,3.0,1.2,32.0,65.0,0.0,1.9,3.7,0.0,1.6,0.9,1.1,0.0,3586.0,17.0,1094.0,96.0,1513.0,1.9,1.0,13.0,1.0,102.6,0.1,Normal,['K'],Condition satisfactory.
22.0,24.0,5.4,1.4,89.0,88.0,0.0,2.7,3.6,0.0,2.5,1.0,1.1,0.0,3624.0,18.0,1108.0,96.0,1524.0,2.4,1.0,15.0,1.0,101.9,0.1,Normal,['K'],Condition satisfactory.
15.0,12.0,1.2,1.2,12.0,42.0,0.0,1.5,2.5,0.0,2.6,0.8,1.0,0.0,3567.0,14.0,1087.0,99.0,1479.0,2.2,0.8,1.5,1.0,102.5,0.1,Normal,[],Condition satisfactory.
15.0,23.0,1.6,1.8,16.0,103.0,0.0,2.0,3.7,0.0,7.1,0.8,1.0,0.0,3626.0,15.0,1111.0,99.0,1500.0,3.0,0.7,1.4,1.0,103.9,0.1,Normal,[],Condition satisfactory.
15.0,12.0,1.5,1.2,4.6,37.0,0.0,1.3,2.4,0.0,2.4,0.8,1.0,0.0,3582.0,14.0,1094.0,99.0,1482.0,2.4,0.7,0.0,1.0,106.9,0.1,Normal,[],Condition satisfactory.
14.0,6.9,0.6,1.0,2.5,28.0,67.0,1.1,2.9,0.0,1.2,0.7,1.0,0.0,3511.0,11.0,1081.0,92.0,1440.0,1.2,1.0,1.2,1.0,99.6,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
5.8,7.6,2.5,1.4,1.0,499.0,0.0,1.4,1.2,0.0,3.7,0.7,1.1,0.0,1554.0,6.3,650.0,116.0,613.0,1.3,0.9,1.6,1.1,33.0,0.1,Serious,[],Very low viscosity. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,7.9,2.0,1.3,10.0,21.0,0.0,1.7,2.6,0.0,1.4,1.3,0.9,0.1,3378.0,17.0,1077.0,94.0,1392.0,1.5,1.6,3.8,1.6,110.2,0.1,Normal,['CD'],Condition satisfactory.
15.0,8.5,1.9,1.2,13.0,21.0,0.0,1.6,2.1,0.0,1.4,1.2,0.9,0.0,3355.0,13.0,1060.0,93.0,1411.0,1.4,1.6,3.2,1.6,111.6,0.1,Normal,['CD'],Condition satisfactory.
14.0,6.7,1.6,1.2,6.7,12.0,0.0,1.8,2.3,0.0,1.3,1.2,0.9,0.0,3135.0,18.0,1002.0,87.0,1331.0,1.5,1.6,3.2,1.6,102.7,0.1,Normal,['CD'],Condition satisfactory.
6.5,17.0,14.0,4.7,59.0,585.0,0.0,3.4,1.9,0.0,15.0,2.6,1.0,0.1,133.0,2.6,1994.0,9.7,69.0,3.2,1.7,2.9,1.6,194.3,0.1,Serious,"['CR', 'TI', 'CA', 'ZN', 'CD']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,10.0,2.8,1.8,24.0,81.0,0.0,1.6,1.6,0.0,3.4,1.5,0.9,0.0,2981.0,11.0,1304.0,85.0,1219.0,1.7,1.6,2.7,1.5,121.3,0.1,Normal,[],Condition satisfactory.
14.0,9.6,2.9,1.7,23.0,72.0,0.0,1.7,1.6,0.0,3.2,1.5,0.9,0.0,2934.0,11.0,1293.0,84.0,1214.0,1.6,1.6,2.3,1.5,121.2,0.1,Normal,[],Condition satisfactory.
13.0,10.0,3.7,1.8,40.0,86.0,0.0,1.6,1.5,0.1,4.1,1.6,0.9,0.0,2840.0,10.0,1306.0,83.0,1172.0,1.7,1.6,2.6,1.5,122.6,0.1,Normal,[],Condition satisfactory.
10.0,28.0,8.3,4.7,31.0,242.0,7.0,1.7,2.3,0.0,20.0,1.9,1.0,1.3,3493.0,14.0,1082.0,99.0,1399.0,6.4,1.8,2.5,1.8,110.2,0.1,Normal,"['CR', 'MN', 'NI', 'CD']",Condition satisfactory.
9.5,28.0,3.6,3.2,21.0,154.0,5.0,2.0,2.7,0.2,12.0,2.0,1.2,1.4,3259.0,11.0,1034.0,95.0,1297.0,5.7,1.9,2.8,2.0,109.9,0.1,Normal,"['NI', 'CD']",Condition satisfactory.
9.1,22.0,4.6,3.3,20.0,147.0,4.8,1.6,2.1,0.0,14.0,1.8,0.9,1.0,3402.0,12.0,1072.0,97.0,1388.0,5.6,1.7,2.3,1.8,110.6,0.1,Normal,"['NI', 'CD']",Condition satisfactory.
5.4,36.0,8.6,2.1,44.0,133.0,0.0,2.8,2.1,0.0,2.8,1.8,1.0,0.3,3255.0,17.0,1038.0,110.0,1321.0,2.1,3.8,5.0,1.6,97.7,0.1,Normal,['CD'],Condition satisfactory.
14.0,18.0,7.5,2.6,61.0,373.0,2.7,3.0,4.2,0.0,4.2,1.5,0.9,0.0,2777.0,22.0,906.0,78.0,1147.0,2.0,1.8,13.0,1.5,87.7,0.1,Normal,['K'],Condition satisfactory.
17.0,23.0,11.0,2.9,91.0,516.0,2.3,4.0,3.9,0.0,5.6,1.6,0.9,0.1,3370.0,24.0,1038.0,91.0,1332.0,2.2,1.9,16.0,1.5,104.2,0.1,Normal,['K'],Condition satisfactory.
12.0,14.0,2.8,1.7,2.9,96.0,1.3,1.4,3.0,0.0,2.3,1.4,0.9,0.1,3526.0,17.0,1074.0,103.0,1439.0,2.2,1.6,3.3,1.5,110.9,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,17.0,2.1,1.5,5.7,42.0,1.6,1.4,3.0,0.0,2.2,1.4,0.9,0.2,3585.0,21.0,1075.0,103.0,1437.0,2.8,1.6,3.4,1.5,110.9,0.1,Normal,[],Condition satisfactory.
12.0,12.0,1.7,1.3,2.3,23.0,1.2,1.5,3.0,0.0,1.8,1.3,0.9,0.2,3595.0,18.0,1070.0,103.0,1423.0,1.9,1.6,3.3,1.5,110.9,0.1,Normal,[],Condition satisfactory.
5.9,13.0,11.0,4.3,62.0,608.0,0.0,4.1,1.8,0.0,14.0,2.9,1.0,0.1,104.0,2.4,1947.0,9.2,51.0,3.6,1.5,3.1,1.6,192.6,0.1,Serious,"['CR', 'TI', 'CA', 'ZN', 'CD']",Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
6.3,21.0,17.0,5.0,84.0,666.0,0.0,5.1,2.0,0.0,15.0,2.4,1.0,0.1,111.0,2.4,1902.0,11.0,66.0,4.1,1.6,3.6,1.6,191.1,0.1,Serious,"['CR', 'FE', 'SN', 'TI', 'CA', 'ZN', 'NI', 'CD']",Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
8.8,13.0,0.6,1.2,8.3,8.1,9.4,1.5,2.9,0.0,1.2,1.2,0.9,0.0,3364.0,15.0,1093.0,99.0,1415.0,1.5,3.2,1.6,1.6,46.3,0.1,Serious,['CD'],Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
8.3,13.0,0.7,1.2,6.3,9.1,6.3,1.6,2.8,0.0,1.2,1.2,0.9,0.0,3238.0,13.0,1082.0,96.0,1396.0,1.5,1.8,2.0,1.6,46.3,0.1,Serious,['CD'],Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
5.3,16.0,4.1,0.8,172.0,161.0,4.4,2.0,0.8,0.0,2.2,0.3,0.1,14.0,2448.0,8.6,802.0,61.0,1032.0,0.5,0.0,0.9,0.1,75.2,0.1,Serious,['BA'],Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.4,25.0,6.9,3.0,154.0,322.0,1.4,3.6,1.9,0.0,5.0,1.6,1.0,10.0,3009.0,14.0,811.0,19.0,1098.0,2.9,1.5,2.4,1.6,44.5,0.1,Serious,"['BA', 'CD']",Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
0.6,9.2,1.5,2.0,14.0,192.0,0.0,1.3,3.4,0.0,2.6,1.3,0.9,42.0,2132.0,8.1,657.0,15.0,803.0,1.6,1.5,2.0,1.6,47.3,0.1,Serious,"['NA', 'BA', 'CD']",Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
4.6,10.0,4.7,0.4,9.7,52.0,0.5,0.6,2.0,0.0,0.7,0.2,0.0,0.2,2606.0,10.0,903.0,83.0,1208.0,0.4,0.1,1.2,0.0,81.3,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.6,14.0,6.3,0.4,12.0,64.0,0.2,0.2,2.7,0.0,0.8,0.4,0.0,0.2,2490.0,11.0,877.0,78.0,1174.0,0.5,0.1,1.4,0.0,75.6,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.5,9.5,4.4,0.4,10.0,56.0,0.0,0.3,2.4,0.0,0.8,0.2,0.1,0.2,2539.0,9.7,885.0,79.0,1190.0,0.3,0.1,0.9,0.0,79.6,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,9.2,2.0,0.6,8.1,48.0,0.5,0.0,1.2,0.0,3.5,0.1,0.0,0.2,3192.0,12.0,1241.0,99.0,1276.0,1.2,0.1,0.3,0.0,122.2,0.1,Normal,[],Condition satisfactory.
9.6,8.7,2.5,0.6,7.4,55.0,0.8,0.0,1.3,0.0,3.7,0.1,0.0,0.3,3088.0,11.0,1267.0,99.0,1222.0,1.1,0.1,0.3,0.0,123.5,0.1,Normal,[],Condition satisfactory.
9.5,10.0,2.8,0.6,6.0,54.0,0.0,0.0,0.8,0.0,5.7,0.2,0.0,0.2,3016.0,12.0,1229.0,98.0,1192.0,0.9,0.1,0.3,0.0,123.2,0.1,Normal,[],Condition satisfactory.
0.7,12.0,11.0,2.6,25.0,333.0,0.0,0.0,0.6,0.0,11.0,1.0,0.1,0.3,55.0,2.5,2000.0,8.0,31.0,1.3,0.2,0.9,0.0,192.1,0.1,Serious,"['NA', 'CA', 'ZN']",Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.0,11.0,9.7,2.6,34.0,331.0,0.0,0.0,0.6,0.0,11.0,1.0,0.1,0.3,41.0,2.3,2000.0,7.2,37.0,1.6,0.1,1.0,0.0,190.6,0.1,Serious,"['NA', 'CA', 'ZN']",Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.0,11.0,8.2,2.7,39.0,349.0,0.9,0.5,0.4,0.0,10.0,1.1,0.0,0.3,64.0,2.5,2000.0,9.1,59.0,1.9,0.1,0.8,0.0,192.0,0.1,Serious,"['NA', 'CA', 'ZN']",Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,10.0,2.7,0.5,8.7,56.0,0.0,0.0,0.7,0.0,1.8,0.3,0.0,0.2,3555.0,11.0,1105.0,112.0,1423.0,0.4,0.2,0.6,0.0,113.8,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
14.0,9.3,2.2,0.5,8.0,49.0,0.0,0.0,0.8,0.0,1.8,0.4,0.0,0.2,3591.0,11.0,1110.0,113.0,1447.0,0.5,0.1,0.5,0.0,114.7,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
13.0,9.4,2.5,0.5,9.0,60.0,0.0,0.0,0.6,0.0,1.9,0.4,0.1,0.2,3418.0,11.0,1055.0,107.0,1379.0,0.4,0.1,0.7,0.0,114.3,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
11.0,7.8,2.5,0.5,17.0,55.0,0.0,0.0,0.7,0.0,1.5,0.2,0.0,0.2,3044.0,9.4,1260.0,92.0,1236.0,0.5,0.2,0.3,0.0,123.6,0.1,Normal,[],Condition satisfactory.
14.0,9.7,1.6,0.3,72.0,40.0,0.8,2.6,0.5,0.0,1.7,0.1,0.0,1.7,3393.0,11.0,1067.0,106.0,1365.0,0.3,13.0,1.3,0.0,111.5,0.1,Caution,['LI'],Viscosity not consistent with stated grade. Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
6.8,8.5,3.1,0.8,24.0,98.0,0.0,0.0,0.6,0.0,2.4,1.0,0.0,0.2,2880.0,9.3,1320.0,91.0,1160.0,0.7,0.1,0.6,0.0,128.2,0.1,Normal,[],Condition satisfactory.
7.7,9.7,3.5,0.7,25.0,74.0,0.0,0.0,0.8,0.0,2.6,0.5,0.0,0.2,2894.0,9.3,1351.0,90.0,1161.0,0.6,0.1,0.4,0.0,125.8,0.1,Normal,[],Condition satisfactory.
11.0,5.2,2.5,0.8,39.0,138.0,0.2,0.0,0.9,0.0,2.3,0.1,0.0,0.1,2965.0,8.8,1286.0,90.0,1201.0,0.8,0.2,0.6,0.0,125.7,0.1,Normal,[],Condition satisfactory.
9.4,6.9,2.8,0.9,43.0,153.0,0.0,0.3,0.5,0.0,2.6,0.1,0.0,0.2,2842.0,8.2,1299.0,87.0,1142.0,1.2,0.1,0.5,0.0,127.3,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
8.8,4.9,2.0,0.6,30.0,114.0,0.0,0.6,0.6,0.0,2.0,0.1,0.0,0.2,2798.0,7.8,1270.0,89.0,1117.0,0.7,0.1,0.2,0.0,125.1,0.1,Normal,[],Condition satisfactory.
2.8,13.0,6.4,1.5,32.0,234.0,0.0,1.5,0.3,0.0,8.1,1.1,0.0,0.2,41.0,2.6,2000.0,7.0,38.0,1.0,0.1,0.9,0.0,190.5,0.1,Serious,"['CA', 'ZN']",Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
2.8,16.0,7.3,2.0,47.0,280.0,0.0,1.5,0.7,0.0,10.0,1.2,0.0,0.3,53.0,2.8,2000.0,8.8,46.0,1.4,0.1,0.9,0.0,190.5,0.1,Serious,"['CA', 'ZN']",Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). Advice : Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.5,12.0,6.1,1.3,41.0,171.0,0.8,0.1,4.1,0.0,3.6,0.6,0.1,0.2,2968.0,16.0,1378.0,104.0,1192.0,0.8,0.1,1.2,0.0,122.0,0.1,Caution,[],The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
7.9,14.0,6.3,1.3,47.0,185.0,0.9,0.0,4.0,0.0,4.1,0.6,0.1,0.2,2769.0,15.0,1346.0,98.0,1099.0,0.9,0.1,1.3,0.0,123.7,0.1,Caution,[],The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
7.0,11.0,5.2,1.3,48.0,162.0,0.0,0.0,0.9,0.0,4.3,0.5,0.0,0.1,2794.0,8.9,1365.0,92.0,1115.0,0.9,0.1,1.5,0.0,122.1,0.1,Caution,[],Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Resample at recommended sampling interval to follow trends.
6.6,10.0,4.8,1.1,47.0,150.0,0.6,0.0,0.6,0.0,4.1,0.5,0.0,0.1,2830.0,8.5,1339.0,88.0,1169.0,0.9,0.1,0.9,0.0,122.3,0.1,Caution,[],The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
7.8,13.0,5.0,1.3,59.0,174.0,1.3,0.0,1.0,0.0,4.5,0.3,0.0,0.1,2859.0,9.1,1344.0,96.0,1134.0,1.0,0.1,1.1,0.0,120.7,0.1,Caution,[],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.
10.0,6.6,3.1,0.8,45.0,134.0,0.8,0.3,0.3,0.0,2.6,0.2,0.0,0.2,2934.0,9.0,1253.0,92.0,1172.0,0.8,0.2,0.2,0.0,125.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
11.0,9.5,3.6,1.3,39.0,176.0,0.3,0.1,0.7,0.0,3.4,0.6,0.0,0.1,3026.0,9.8,1335.0,91.0,1234.0,0.9,0.1,0.5,0.0,126.0,0.1,Normal,[],Condition satisfactory.
8.1,5.1,2.5,0.7,31.0,116.0,0.0,0.0,0.7,0.0,2.3,0.1,0.0,0.2,2701.0,8.0,1261.0,85.0,1098.0,0.6,0.1,0.6,0.0,127.7,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
4.5,11.0,6.6,1.6,28.0,219.0,0.0,0.0,0.1,0.0,7.3,1.6,0.0,0.2,88.0,2.4,2000.0,7.7,57.0,0.9,0.2,0.4,0.0,190.1,0.1,Serious,"['CA', 'ZN']",Visible debris present (metal / metal-like particles). Viscosity not consistent with stated grade. Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,12.0,7.7,2.3,76.0,340.0,0.9,0.7,3.4,0.0,7.2,0.8,0.1,0.8,2552.0,14.0,1390.0,88.0,1029.0,1.8,0.0,1.6,0.0,127.7,0.1,Serious,[],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.  
12.0,11.0,3.9,0.7,28.0,98.0,1.1,0.0,5.5,0.0,3.0,0.3,0.0,0.1,2600.0,8.5,1373.0,86.0,1069.0,0.4,0.5,1.3,0.0,130.5,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm. 
11.0,11.0,4.1,0.9,34.0,112.0,2.6,1.4,5.6,0.0,3.7,0.4,0.1,0.1,2644.0,19.0,1378.0,94.0,1069.0,0.3,0.3,1.1,0.0,125.6,0.1,Serious,[],Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm. 
9.3,9.4,1.4,1.7,5.8,32.0,0.0,1.6,3.8,0.0,1.2,1.1,2.0,0.0,2999.0,18.0,946.0,84.0,1280.0,1.4,1.3,2.1,1.1,88.1,0.1,Normal,['V'],Condition satisfactory.
7.3,13.0,1.8,2.0,6.1,38.0,0.0,1.6,3.3,0.0,1.2,1.1,2.1,0.0,2246.0,18.0,775.0,64.0,1041.0,1.4,1.3,2.0,1.1,72.0,0.1,Serious,['V'],Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,10.0,1.1,1.7,8.6,50.0,0.0,1.5,2.4,0.0,3.1,1.1,2.0,0.0,3572.0,14.0,1071.0,97.0,1431.0,2.5,1.3,2.4,1.1,109.1,0.1,Normal,['V'],Condition satisfactory.
15.0,15.0,1.8,1.6,1.6,28.0,0.0,1.2,2.0,0.0,1.6,1.2,2.0,0.1,3260.0,17.0,1055.0,98.0,1365.0,2.0,1.3,0.0,1.1,111.6,0.1,Normal,['V'],Condition satisfactory.
13.0,11.0,1.5,1.8,5.7,48.0,0.0,1.3,2.5,0.0,3.0,1.1,2.0,0.0,3614.0,14.0,1094.0,100.0,1470.0,2.7,1.3,2.5,1.1,108.9,0.1,Normal,['V'],Condition satisfactory.
14.0,9.7,1.9,1.7,25.0,62.0,0.0,1.8,2.4,0.0,2.8,1.1,2.1,0.0,3108.0,12.0,1111.0,91.0,1303.0,1.5,1.5,0.0,1.1,111.4,0.1,Normal,['V'],Condition satisfactory.
11.0,14.0,3.7,2.3,45.0,142.0,0.0,2.4,2.5,0.0,5.4,1.5,2.1,0.1,2563.0,10.0,1401.0,75.0,1060.0,1.9,1.3,0.0,1.1,124.7,0.1,Normal,['V'],Condition satisfactory.
12.0,12.0,2.7,1.6,23.0,55.0,0.0,1.5,2.4,0.0,2.4,1.2,2.0,0.1,2974.0,11.0,1190.0,84.0,1214.0,1.5,1.4,0.0,1.1,116.5,0.1,Serious,['V'],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
14.0,9.3,1.1,1.4,52.0,18.0,0.0,3.1,2.5,0.0,1.9,1.0,2.0,0.2,3273.0,13.0,1006.0,95.0,1382.0,1.3,3.1,0.0,1.1,107.9,0.1,Normal,['V'],Condition satisfactory.
12.0,12.0,2.6,2.1,18.0,87.0,0.0,1.4,1.6,0.0,3.5,1.3,2.1,0.1,2717.0,10.0,1295.0,74.0,1105.0,1.7,1.3,0.0,1.1,128.7,0.1,Normal,['V'],Condition satisfactory.
12.0,11.0,2.9,2.3,27.0,122.0,0.0,2.1,1.7,0.0,4.2,1.4,2.0,0.0,2614.0,10.0,1299.0,72.0,1091.0,1.8,1.3,0.0,1.1,130.7,0.1,Normal,['V'],Condition satisfactory.
12.0,12.0,2.5,2.2,28.0,114.0,0.0,1.9,1.6,0.0,4.1,1.4,2.0,0.1,2676.0,10.0,1288.0,74.0,1089.0,1.8,1.3,0.0,1.1,129.2,0.1,Normal,['V'],Condition satisfactory.
13.0,12.0,4.0,2.1,28.0,98.0,0.0,1.7,1.7,0.0,4.4,1.6,2.1,0.1,2778.0,11.0,1350.0,79.0,1129.0,1.7,1.3,0.0,1.1,129.3,0.1,Normal,['V'],Condition satisfactory.
13.0,11.0,2.9,2.1,24.0,98.0,0.0,2.0,1.7,0.0,4.1,1.5,2.1,0.1,2749.0,10.0,1307.0,75.0,1105.0,1.7,1.3,0.0,1.1,130.0,0.1,Normal,['V'],Condition satisfactory.
12.0,14.0,3.3,2.2,28.0,121.0,0.0,2.4,1.6,0.0,4.8,1.7,2.1,0.1,2782.0,10.0,1314.0,76.0,1103.0,1.9,1.3,0.0,1.1,128.4,0.1,Serious,['V'],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
8.6,6.1,1.4,1.4,6.2,19.0,0.0,1.0,3.7,0.0,1.1,1.0,2.0,0.0,2615.0,18.0,866.0,74.0,1164.0,1.3,1.3,2.3,1.1,90.9,0.1,Normal,['V'],Condition satisfactory.
15.0,12.0,2.1,1.3,41.0,46.0,2.0,1.8,2.3,0.0,2.3,1.2,1.5,0.0,3474.0,18.0,1092.0,100.0,1440.0,1.6,1.2,0.0,1.4,107.0,0.1,Normal,[],Condition satisfactory.
0.9,9.2,8.2,3.7,138.0,271.0,1.3,2.8,1.7,0.0,7.2,1.1,1.5,0.0,186.0,2.1,265.0,9.0,138.0,3.2,1.2,0.0,1.2,158.4,0.1,Serious,['P'],Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
7.3,19.0,5.6,2.0,56.0,119.0,1.8,2.6,1.2,0.0,3.2,1.5,0.0,0.0,3168.0,12.0,1036.0,93.0,1330.0,2.3,1.6,3.6,2.7,101.6,0.1,Caution,['CD'],The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
6.3,18.0,1.8,1.8,29.0,44.0,0.9,1.6,1.5,0.0,2.8,1.5,0.0,0.0,3345.0,14.0,1153.0,99.0,1381.0,2.3,1.6,2.5,2.7,107.8,0.1,Normal,['CD'],Condition satisfactory.
6.5,21.0,2.5,1.9,29.0,52.0,1.0,2.0,1.5,0.0,3.1,1.6,0.0,0.0,3394.0,14.0,1106.0,100.0,1396.0,2.4,1.6,2.5,2.7,107.7,0.1,Normal,['CD'],Condition satisfactory.
12.0,14.0,3.9,2.0,50.0,127.0,1.6,2.1,3.5,0.0,4.5,1.2,1.5,0.1,3246.0,17.0,1330.0,95.0,1316.0,1.9,1.3,0.0,1.3,116.2,0.1,Caution,[],The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.
