NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Interpretation
4.4,4.7,8.0,1.8,280.0,29.0,5.0,3.7,42.0,0.4,4.0,0.1,1.0,0.7,1362.0,1052.0,736.0,109.0,972.0,0.7,0.3,6.7,0.0,67.8,0.1,Serious,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at recommended sampling interval to follow trends.
13.0,8.5,0.9,0.1,0.6,29.0,2.4,0.0,0.3,0.0,0.4,0.0,0.0,0.6,1325.0,4.0,646.0,164.0,558.0,0.0,0.1,2.7,0.0,33.9,0.1,Serious,Visible debris present but wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
13.0,11.0,1.5,0.1,0.4,17.0,4.4,0.0,0.2,0.0,0.2,0.0,0.0,0.5,1320.0,4.1,655.0,175.0,547.0,0.0,0.2,4.2,0.1,39.5,0.1,Normal,Condition satisfactory.
9.8,4.8,9.9,0.2,5.8,70.0,50.0,1.7,0.5,0.0,1.2,0.0,0.0,1.3,159.0,1.8,432.0,196.0,7.9,0.0,0.1,2.0,0.0,35.1,0.1,Serious,Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Change oil if not changed when sampled. 
18.0,14.0,4.7,1.4,80.0,152.0,4.2,0.3,0.1,0.0,7.3,0.5,0.0,0.3,3517.0,12.0,1097.0,112.0,1488.0,3.3,0.1,1.5,0.0,107.9,0.1,Serious,Visible debris present (metal / metal-like particles). The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample.
21.0,15.0,2.2,1.4,33.0,113.0,1.1,0.7,0.6,1.1,2.1,0.6,0.9,2.5,3809.0,13.0,1128.0,98.0,1528.0,0.0,11.0,5.6,0.0,109.3,0.1,Normal,Condition satisfactory.
15.0,23.0,5.8,1.3,4.9,83.0,0.7,0.4,2.6,1.1,0.8,0.7,0.9,0.3,3457.0,19.0,1062.0,100.0,1406.0,0.0,2.3,3.1,0.0,106.7,0.1,Normal,Condition satisfactory.
6.5,11.0,4.9,0.8,2.4,24.0,11.0,0.0,0.4,1.1,0.1,0.5,0.9,0.0,857.0,4.1,552.0,119.0,359.0,0.0,1.3,4.5,0.0,35.2,0.1,Normal,Condition satisfactory.
15.0,10.0,2.2,0.9,16.0,30.0,0.0,0.0,6.6,1.1,0.7,0.5,0.9,0.1,3806.0,14.0,1135.0,105.0,1492.0,0.0,2.5,2.2,0.0,105.2,0.1,Normal,Condition satisfactory.
7.6,12.0,4.6,0.8,0.9,50.0,8.5,0.0,0.4,1.1,0.2,0.5,0.9,0.0,1183.0,4.5,599.0,134.0,485.0,0.0,1.3,4.5,0.0,33.1,0.1,Serious,Visible debris present. High Iron evident indicating possible pump/disc/friction material wear. Advice : Change oil if not changed when sampled.
17.0,18.0,4.2,0.5,23.0,82.0,1.3,0.3,3.7,0.0,0.9,0.3,0.0,0.1,3954.0,19.0,1169.0,124.0,1622.0,0.0,0.3,12.0,0.0,109.1,0.1,Normal,Condition satisfactory.
16.0,18.0,4.0,0.5,24.0,91.0,0.9,0.0,3.3,0.0,1.0,0.4,0.0,0.2,3604.0,18.0,1184.0,129.0,1398.0,0.0,0.4,9.7,0.0,107.4,0.1,Normal,Condition satisfactory.
17.0,18.0,3.9,0.5,25.0,109.0,1.3,0.1,3.2,0.0,1.1,0.3,0.0,0.1,3915.0,19.0,1189.0,124.0,1581.0,0.0,0.3,9.7,0.0,108.8,0.1,Normal,Condition satisfactory.
13.0,66.0,9.4,1.4,27.0,208.0,3.1,1.4,3.6,0.0,3.0,0.6,0.1,0.2,3712.0,18.0,1099.0,118.0,1499.0,1.4,0.1,3.8,0.0,109.9,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
2.2,10.0,5.7,1.3,10.0,23.0,1.4,1.1,0.2,0.0,0.2,0.2,0.0,0.1,84.0,1.2,288.0,1.1,394.0,0.0,0.0,1.1,0.0,43.3,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
8.6,8.8,1.3,1.0,56.0,117.0,3.5,3.7,0.4,0.0,1.3,0.1,0.0,0.0,369.0,1.3,532.0,235.0,89.0,0.0,0.2,0.8,0.0,34.8,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
13.0,4.4,0.7,0.2,3.8,24.0,51.0,0.0,1.4,0.0,0.4,0.0,0.0,0.1,3270.0,8.8,1068.0,104.0,1299.0,0.0,0.2,1.7,0.0,109.9,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
11.0,7.2,22.0,0.2,5.1,70.0,35.0,1.7,0.4,0.0,1.0,0.1,0.0,0.5,181.0,0.6,467.0,223.0,9.8,0.1,0.2,1.8,0.1,34.7,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.3,3.1,4.2,0.4,2.2,12.0,0.0,1.2,55.0,0.0,0.3,0.0,0.9,0.0,1523.0,1087.0,761.0,78.0,1027.0,0.1,0.0,2.4,0.0,90.7,0.1,Normal,Condition satisfactory.
1.5,3.7,0.9,0.1,1.7,3.3,0.3,0.0,4.1,0.0,0.1,0.1,0.1,0.0,184.0,68.0,310.0,12.0,400.0,0.0,0.2,0.5,0.0,43.9,0.1,Normal,Condition satisfactory.
14.0,75.0,9.9,1.7,8.3,215.0,2.6,0.0,3.6,0.0,3.3,0.7,0.1,0.3,3678.0,18.0,1105.0,119.0,1468.0,1.7,0.2,3.8,0.1,110.4,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
0.0,3.6,2.7,0.4,2.5,9.7,0.0,1.1,49.0,0.0,0.2,0.1,0.9,0.0,1390.0,979.0,717.0,93.0,930.0,0.1,0.0,0.6,0.0,86.6,0.1,Normal,Condition satisfactory.
9.4,9.6,18.0,0.1,18.0,64.0,20.0,3.6,0.3,0.0,0.7,0.1,0.0,0.1,194.0,0.5,482.0,235.0,11.0,0.0,0.2,1.8,0.1,34.8,0.1,Normal,Condition satisfactory.
13.0,9.7,3.4,0.7,51.0,403.0,1.9,1.7,1.4,0.0,3.9,0.1,0.1,0.1,3401.0,9.6,1056.0,108.0,1378.0,0.6,0.0,1.2,0.1,106.8,0.1,Normal,Condition satisfactory.
13.0,11.0,3.5,0.7,42.0,389.0,2.2,2.0,1.6,0.0,4.5,0.1,0.1,0.1,3380.0,10.0,1042.0,106.0,1394.0,0.4,0.0,1.6,0.1,104.7,0.1,Normal,Condition satisfactory.
3.9,97.0,9.7,3.2,6.0,307.0,1.2,0.0,1.3,0.0,23.0,0.9,0.0,0.5,111.0,1.7,507.0,2.7,59.0,5.6,0.3,3.8,0.0,131.1,0.1,Serious,Visible debris present (metal / metal-like particles). Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). The ferrous debris result is higher than expected and suggests the presence of wear debris from a gear/ shaft type material. Advice : Change fluid and check unit for source of contamination. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.
1.4,11.0,4.7,0.9,4.4,11.0,0.5,0.2,0.5,0.0,0.2,0.2,0.0,0.1,64.0,1.4,303.0,0.8,434.0,0.0,0.0,1.3,0.0,44.2,0.1,Normal,Condition satisfactory.
8.9,5.4,2.3,2.1,198.0,271.0,10.0,12.0,0.6,0.0,2.4,0.1,0.0,0.0,170.0,0.8,480.0,231.0,13.0,1.1,0.5,1.8,0.0,33.5,0.1,Serious,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. 
2.2,1.7,0.0,0.2,25.0,3.4,4.3,0.8,0.2,0.0,0.1,0.0,0.0,0.1,69.0,2.1,319.0,1.4,440.0,0.0,0.0,0.3,0.1,42.6,0.1,Serious,Visible debris present. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
12.0,4.5,2.8,0.2,2.7,27.0,4.8,0.5,1.2,0.0,1.6,0.0,0.0,1.0,186.0,2.8,409.0,196.0,17.0,0.1,0.4,4.6,0.0,34.1,0.1,Normal,Condition satisfactory.
3034.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,1.5,0.7,4.1,0.2,0.0,0.0,0.0,595.0,0.0,2.5,0.1,Serious,Sample appears inconsistent with stated product. Sample appearsto be a coolant. Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.9,9.3,1.5,0.1,0.6,23.0,3.8,0.8,0.1,0.0,0.3,0.0,0.0,0.0,1237.0,2.4,632.0,175.0,499.0,0.0,0.0,3.6,0.0,35.0,0.1,Normal,Condition satisfactory. 
2.6,9.0,16.0,1.4,26.0,32.0,0.5,2.5,43.0,0.1,4.3,0.1,0.9,0.3,1421.0,1066.0,732.0,97.0,918.0,2.6,0.1,2.9,0.0,71.6,0.1,Caution,The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Wear rates appear satisfactory for wear in period. Advice : Resample at recommended sampling interval to follow trends.
18.0,7.7,1.1,0.2,35.0,13.0,0.9,0.0,0.0,0.0,1.2,0.0,0.0,1.8,3243.0,10.0,1127.0,109.0,1296.0,0.0,10.0,2.7,0.0,114.9,0.1,Normal,Condition satisfactory.
14.0,11.0,3.4,0.6,19.0,58.0,0.0,0.0,3.5,0.0,2.6,0.4,0.1,0.1,3106.0,13.0,1387.0,104.0,1242.0,0.0,0.2,2.1,0.0,119.0,0.1,Normal,Condition satisfactory.
13.0,9.6,2.7,0.6,17.0,62.0,0.5,0.5,3.2,0.0,2.3,0.3,0.0,0.1,3123.0,13.0,1350.0,104.0,1274.0,0.0,0.1,2.0,0.0,120.2,0.1,Normal,Condition satisfactory.
14.0,10.0,2.9,0.6,17.0,62.0,0.7,0.0,3.1,0.0,2.3,0.4,0.0,0.1,3089.0,11.0,1342.0,103.0,1243.0,0.0,0.1,1.9,0.0,117.6,0.1,Normal,Condition satisfactory.
2.3,3.6,0.2,1.5,1.2,3.9,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.1,106.0,0.3,324.0,8.8,422.0,0.0,0.0,0.7,0.0,45.6,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
27.0,60.0,12.0,1.6,512.0,670.0,11.0,22.0,1.6,0.2,6.1,0.5,0.2,1.7,3333.0,11.0,1106.0,118.0,1274.0,0.9,0.2,5.6,0.0,108.5,0.1,Serious,Visible debris present (metal / metal-like particles). The ferrous debris result is higher than expected and suggests the presence of wear debris from a gear/ shaft type material. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.
2838.0,6.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,37.0,15.0,2.0,0.0,5.9,0.0,0.0,170.0,0.0,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH might lead to corrosion of iron-containing components. Advise drain system and refill with recommended mixture. 
4359.0,51.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.5,20.0,13.0,0.0,0.0,0.0,0.0,407.0,0.0,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH might lead to corrosion of iron-containing components. Glycol content indicates sufficient freeze and corrosion protection. Advise drain system and refill with recommended mixture. 
3777.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,1.1,0.2,5.9,0.3,0.0,0.0,0.0,1205.0,0.0,,,Serious,Visible debris present. Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH might lead to corrosion of iron-containing components. Advise drain system and refill with recommended mixture. 
3740.0,20.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,27.0,8.4,0.0,2.7,0.0,0.0,286.0,0.0,,,Serious,Visible debris present; but not considered significant. Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH by previous use of acidic cleaner or by insufficient flushing. Glycol content indicates sufficient freeze and corrosion protection. Advise monitor at the recommended sampling period.
13.0,9.4,1.8,0.3,4.1,29.0,0.0,0.0,0.6,0.0,0.9,0.0,0.0,0.0,3388.0,13.0,1073.0,92.0,1415.0,0.0,1.5,2.5,0.0,109.7,0.1,Normal,Condition satisfactory.
13.0,8.7,1.5,0.2,6.0,19.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.3,3433.0,12.0,1064.0,91.0,1404.0,0.0,1.5,2.3,0.0,110.0,0.1,Normal,Condition satisfactory.
12.0,5.8,1.2,0.1,1.9,15.0,57.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3333.0,11.0,1044.0,88.0,1407.0,0.0,1.6,2.4,0.0,107.0,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
13.0,8.4,1.6,0.1,15.0,18.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,3469.0,13.0,1059.0,91.0,1423.0,0.0,1.4,2.4,0.0,111.1,0.1,Serious,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.
7.5,10.0,1.5,0.3,1.1,242.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.8,2310.0,6.5,887.0,112.0,964.0,0.0,1.5,2.6,0.0,35.0,0.1,Normal,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.
12.0,13.0,4.9,1.3,51.0,168.0,1.0,1.4,0.5,0.0,4.5,0.3,0.1,0.0,2994.0,8.9,1351.0,96.0,1222.0,1.0,0.1,1.7,0.0,120.2,0.1,Normal,Condition satisfactory.
11.0,10.0,4.6,1.1,46.0,144.0,0.3,0.0,0.3,0.0,4.4,0.5,0.0,0.0,2858.0,8.3,1348.0,93.0,1156.0,0.8,0.0,1.2,0.0,123.0,0.1,Normal,Condition satisfactory.
15.0,14.0,1.4,0.2,34.0,16.0,0.2,0.9,0.2,0.0,0.8,0.0,0.0,0.4,3589.0,11.0,1126.0,117.0,1433.0,0.1,2.6,1.8,0.0,108.6,0.1,Normal,Condition satisfactory.
12.0,11.0,5.4,1.2,42.0,155.0,0.6,0.0,0.7,0.0,4.4,0.5,0.0,0.0,2965.0,8.4,1387.0,94.0,1221.0,0.7,0.1,1.6,0.0,122.8,0.1,Normal,Condition satisfactory.
8.6,8.4,3.5,0.0,0.3,14.0,4.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1301.0,3.2,636.0,166.0,536.0,0.2,0.0,3.3,0.0,34.1,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1393.0,14.0,4.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.5,2.9,1.6,4.3,0.0,0.0,868.0,0.0,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH by decomposition of ethylene glycol. Sulphate content high suggesting either poor water quality; contamination with cleaning agent or gas leak into cooling system. The glycol level is below recommended limits. Advise drain system and refill with recommended mixture. 
6.4,5.9,3.4,0.4,4.5,18.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.2,655.0,3.0,474.0,118.0,303.0,0.0,1.3,2.1,0.0,31.1,0.1,Normal,Condition satisfactory. 
9.0,7.4,13.0,0.1,5.8,40.0,16.0,3.2,0.2,0.0,0.5,0.0,0.0,0.2,175.0,29.0,477.0,228.0,12.0,0.0,0.4,1.4,0.0,34.5,0.1,Normal,Condition satisfactory.
15.0,14.0,2.8,0.2,1.0,29.0,0.0,0.4,1.5,0.0,0.8,0.2,0.0,0.2,3531.0,11.0,1112.0,117.0,1403.0,1.2,0.1,2.0,0.0,112.2,0.1,Normal,Condition satisfactory.
14.0,29.0,9.7,0.6,1.9,67.0,0.5,1.3,3.4,0.0,1.3,0.8,0.1,0.3,3567.0,14.0,1108.0,120.0,1461.0,1.2,0.2,4.2,0.1,112.5,0.1,Normal,Condition satisfactory.
0.5,10.0,7.9,0.5,1.5,8.8,0.8,0.4,0.1,0.0,0.1,0.3,0.0,0.0,129.0,1.1,325.0,1.7,456.0,0.0,0.1,2.3,0.0,49.4,0.1,Normal,Condition satisfactory.
22.0,396.0,199.0,2.8,7.4,240.0,19.0,1.9,1.2,0.0,4.0,9.4,0.2,2.4,3407.0,30.0,1129.0,113.0,1367.0,0.6,0.3,64.0,0.0,110.5,0.1,Serious,Visible debris present. Potassium suggests possible environmental contamination or contamination with a potassium based product. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.
14.0,15.0,3.5,0.5,8.1,55.0,2.8,0.0,2.7,0.0,1.9,0.2,0.0,0.1,3403.0,14.0,1108.0,121.0,1345.0,0.9,0.1,2.2,0.0,111.7,0.1,Normal,Condition satisfactory.
3.7,5.7,5.3,0.1,0.3,78.0,0.8,0.8,0.4,0.0,0.4,0.0,0.0,0.0,575.0,2.6,416.0,118.0,252.0,0.0,0.2,1.3,0.0,30.2,0.1,Caution,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.0,5.7,7.3,0.0,3.9,38.0,11.0,3.2,0.0,0.0,0.4,0.1,0.0,0.2,174.0,0.9,489.0,238.0,7.9,0.0,0.3,1.3,0.0,35.2,0.1,Normal,Condition satisfactory.
13.0,27.0,7.8,0.8,4.4,70.0,1.3,1.4,1.7,0.0,2.2,0.6,0.0,0.3,3703.0,13.0,1095.0,116.0,1464.0,1.4,0.3,3.6,0.0,110.2,0.1,Normal,Condition satisfactory.
15.0,19.0,5.7,0.4,3.3,61.0,1.9,0.0,1.7,0.0,1.4,0.3,0.0,0.1,3684.0,13.0,1096.0,114.0,1466.0,0.4,0.1,2.8,0.0,110.9,0.1,Normal,Condition satisfactory.
14.0,102.0,44.0,1.9,20.0,264.0,2.9,1.2,4.1,0.0,5.0,2.6,0.1,0.3,3366.0,17.0,1076.0,112.0,1323.0,3.3,0.1,14.0,0.0,106.5,0.1,Caution,Visible debris present. Dirt contamination. Wear appears satisfactory. Advice : Resample at the next service intervention.
0.0,7.2,4.8,0.8,6.4,9.5,2.4,1.7,0.3,0.0,0.1,0.2,0.0,0.1,77.0,3.8,293.0,0.1,427.0,0.0,0.1,1.0,0.0,43.2,0.1,Normal,Condition satisfactory.
5.5,5.0,1.6,0.2,12.0,39.0,0.0,2.8,0.2,0.0,0.3,0.1,0.0,0.0,175.0,1.2,500.0,232.0,1.7,0.0,0.3,0.5,0.0,35.7,0.1,Caution,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.5,6.6,3.5,0.1,1.2,93.0,1.2,1.6,0.4,0.0,0.6,0.0,0.0,0.0,1575.0,8.3,652.0,167.0,628.0,0.2,0.1,0.8,0.0,32.5,0.1,Caution,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.7,3.8,3.6,0.4,171.0,8.5,0.4,1.4,47.0,0.9,0.2,0.5,0.7,0.0,1351.0,863.0,667.0,82.0,910.0,0.4,0.2,2.8,0.6,96.8,0.1,Serious,Wear appears satisfactory. Copper level evident; but not significant and possibly indicates acceptable leeching from copper based components or copper oil cooler if fitted. Advice : Resample at the next service intervention.
1.0,3.8,5.1,0.6,3.3,16.0,0.5,0.9,48.0,0.8,0.3,0.5,0.7,0.0,1402.0,865.0,686.0,73.0,937.0,0.3,0.1,4.0,0.6,88.9,0.1,Normal,Condition satisfactory.
3.7,31.0,11.0,2.8,89.0,244.0,2.4,1.2,0.6,0.0,4.0,0.9,1.2,0.2,3078.0,10.0,991.0,83.0,1268.0,0.4,1.3,3.9,0.0,95.2,0.1,Normal,Condition satisfactory.
2.6,32.0,7.8,4.9,318.0,449.0,3.9,4.1,0.6,0.0,5.5,1.6,1.2,0.3,2342.0,11.0,1041.0,65.0,1311.0,1.0,1.1,3.0,0.0,103.0,0.1,Serious,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.   
5.7,27.0,8.3,2.2,80.0,197.0,4.7,0.7,0.5,0.0,2.8,0.7,1.2,0.2,3625.0,11.0,1106.0,100.0,1454.0,0.3,1.3,4.1,0.0,111.7,0.1,Normal,Condition satisfactory.
10.0,24.0,6.2,1.0,61.0,69.0,0.0,0.0,0.8,0.0,1.1,0.6,1.2,1.5,3110.0,11.0,1059.0,87.0,1352.0,0.0,7.2,7.2,0.0,108.5,0.1,Normal,Condition satisfactory.
1.1,3.6,9.5,0.6,2.9,25.0,0.5,0.5,48.0,0.8,0.3,0.5,0.7,0.0,1388.0,853.0,654.0,64.0,920.0,0.5,0.1,3.9,0.6,90.3,0.1,Normal,Condition satisfactory.
6.7,5.1,2.3,1.0,414.0,329.0,15.0,23.0,1.2,0.0,2.0,0.0,0.0,0.0,189.0,13.0,502.0,241.0,23.0,1.3,0.4,1.8,0.0,33.0,0.1,Serious,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. 
6.7,6.5,15.0,0.2,5.1,64.0,41.0,3.4,0.7,0.0,1.3,0.1,0.0,1.6,171.0,5.2,449.0,212.0,14.0,0.1,0.1,2.8,0.0,35.1,0.1,Caution,The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention.
9.9,8.2,2.3,0.8,12.0,100.0,3.3,1.4,0.3,0.0,5.2,0.0,0.0,0.2,2779.0,8.5,1471.0,83.0,1150.0,2.7,0.2,0.7,0.0,126.3,0.1,Normal,Condition satisfactory.
8.8,8.7,3.3,0.9,17.0,127.0,2.3,0.4,0.4,0.0,6.0,0.0,0.0,0.2,2539.0,8.3,1375.0,77.0,1056.0,2.9,0.1,0.8,0.0,127.1,0.1,Normal,Condition satisfactory.
0.0,2.4,0.3,0.2,1.3,3.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,92.0,1.7,317.0,3.0,440.0,0.0,0.1,0.1,0.0,41.2,0.1,Serious,Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
9.2,12.0,6.0,1.2,29.0,154.0,5.6,1.6,0.2,0.0,16.0,0.1,0.0,0.2,2502.0,8.2,1446.0,80.0,1011.0,2.8,0.2,0.7,0.0,128.9,0.1,Normal,Condition satisfactory.
9.9,7.9,2.4,0.3,11.0,31.0,115.0,0.0,0.2,0.0,0.7,0.1,0.0,2.0,3640.0,10.0,1073.0,102.0,1480.0,0.0,0.9,1.2,0.0,107.4,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
9.2,11.0,3.3,0.0,0.4,8.5,2.0,0.6,0.5,0.0,0.2,0.0,0.0,0.0,3473.0,7.0,1139.0,127.0,1493.0,0.0,0.1,1.1,0.0,37.6,0.1,Caution,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
9.0,3.5,3.7,0.3,2.7,14.0,0.3,0.7,47.0,0.8,0.3,0.5,0.7,0.0,1362.0,864.0,639.0,63.0,922.0,0.2,0.2,3.6,0.6,90.4,0.1,Normal,Condition satisfactory.
9.1,5.5,7.6,0.2,4.7,70.0,4.9,0.6,0.4,0.0,1.1,0.0,0.0,1.0,166.0,1.7,468.0,213.0,17.0,0.3,0.1,1.4,0.0,34.4,0.1,Normal,Condition satisfactory.
4.2,12.0,4.7,1.3,29.0,191.0,1.2,1.1,1.5,0.0,2.0,0.2,0.0,0.3,784.0,6.2,543.0,31.0,350.0,0.9,0.3,2.3,0.0,105.9,0.1,Normal,Condition satisfactory.
4.1,8.2,3.5,1.3,37.0,256.0,3.3,2.0,0.7,0.0,2.5,0.1,0.0,0.2,899.0,4.5,564.0,29.0,381.0,0.6,0.0,0.2,0.0,108.5,0.1,Normal,Condition satisfactory.
0.0,2.4,0.6,0.1,5.0,4.6,1.0,1.2,1.2,0.0,0.0,0.0,0.0,0.1,116.0,2.3,329.0,1.2,448.0,0.0,0.1,0.2,0.0,45.3,0.1,Normal,Condition satisfactory.
16.0,8.1,7.6,2.4,141.0,386.0,5.0,9.2,1.7,0.0,3.1,0.0,0.0,0.1,914.0,7.1,630.0,195.0,326.0,0.7,1.3,0.8,0.0,37.6,0.1,Caution,Slight evidence of tin present; possibly from a bearing alloy. Advice : Resample at the next service intervention.
3.5,13.0,5.4,1.1,29.0,187.0,1.9,0.7,0.9,0.0,1.9,0.2,0.0,0.1,757.0,5.3,531.0,28.0,343.0,1.0,0.1,2.5,0.0,104.0,0.1,Normal,Condition satisfactory.
3900.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,1.5,0.0,0.0,0.0,2.7,0.0,4.6,5.5,0.0,0.0,0.0,908.0,0.0,,,Caution,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Glycol content indicates sufficient freeze and corrosion protection. Advice : Resample at the next service intervention.
3.6,7.5,23.0,2.1,32.0,43.0,1.7,2.8,42.0,0.2,3.5,0.1,0.9,0.3,1486.0,973.0,718.0,87.0,910.0,0.8,0.1,2.7,0.0,68.4,0.1,Caution,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Advice : Resample at the next service intervention.
